time_unity	object	position	
44.14525	SmallSquare(Clone)	(1.21, 3.30, -11.93)	
44.15778	SmallSquare(Clone)	(1.07, 3.41, -11.93)	
44.16941	SmallSquare(Clone)	(1.91, 3.45, -11.93)	
44.18143	SmallSquare(Clone)	(1.82, 3.60, -11.93)	
44.19462	SmallSquare(Clone)	(1.66, 4.02, -11.93)	
44.20849	SmallSquare(Clone)	(1.74, 4.03, -11.93)	
44.22163	SmallSquare(Clone)	(1.62, 3.70, -11.93)	
44.23539	SmallSquare(Clone)	(1.91, 3.88, -11.93)	
44.2472	SmallSquare(Clone)	(1.77, 3.48, -11.93)	
44.26035	SmallSquare(Clone)	(1.73, 3.49, -11.93)	
44.27765	SmallSquare(Clone)	(1.56, 3.20, -11.93)	
44.29	SmallSquare(Clone)	(1.33, 3.18, -11.93)	
44.30197	Wall_Front	(1.99, 3.21, -14.46)	
44.31668	Wall_Front	(2.01, 2.86, -14.46)	
44.32909	Wall_Front	(0.96, 3.23, -14.46)	
44.34129	Wall_Front	(0.86, 3.25, -14.46)	
44.35368	Wall_Front	(0.89, 3.29, -14.46)	
44.36674	SmallSquare(Clone)	(0.61, 3.15, -11.93)	
44.38045	SmallSquare(Clone)	(0.51, 3.33, -11.93)	
44.39285	SmallSquare(Clone)	(0.35, 3.38, -11.93)	
44.40576	SmallSquare(Clone)	(0.07, 3.63, -11.93)	
44.41847	SmallSquare(Clone)	(0.13, 3.59, -11.93)	
44.43477	SmallSquare(Clone)	(0.39, 3.46, -11.93)	
44.44714	SmallSquare(Clone)	(0.39, 3.52, -11.93)	
44.45957	SmallSquare(Clone)	(0.36, 3.62, -11.93)	
44.47375	SmallSquare(Clone)	(0.55, 3.73, -11.93)	
44.48564	SmallSquare(Clone)	(0.73, 3.99, -11.93)	
44.49778	SmallSquare(Clone)	(0.84, 4.16, -11.93)	
44.51037	SmallSquare(Clone)	(0.94, 4.05, -11.93)	
44.52152	SmallSquare(Clone)	(1.01, 4.00, -11.93)	
44.53465	SmallSquare(Clone)	(1.02, 3.90, -11.93)	
44.54864	SmallSquare(Clone)	(1.03, 3.96, -11.93)	
44.56204	SmallSquare(Clone)	(1.56, 3.13, -11.93)	
44.57489	SmallSquare(Clone)	(1.55, 4.49, -11.93)	
44.58878	SmallSquare(Clone)	(1.59, 4.46, -11.93)	
44.60098	SmallSquare(Clone)	(1.69, 4.48, -11.93)	
44.61575	SmallSquare(Clone)	(1.59, 4.64, -11.93)	
44.62775	SmallSquare(Clone)	(1.49, 4.60, -11.93)	
44.64219	SmallSquare(Clone)	(0.47, 3.53, -11.93)	
44.65387	Female03	(-0.49, 1.97, -0.89)	
44.66551	Female03	(-0.48, 1.78, -0.80)	
44.67748	Female03	(-0.54, 1.46, -0.80)	
44.68999	Female03	(-0.52, 1.50, -0.80)	
44.70247	Female03	(-0.54, 1.52, -0.80)	
44.7143	Female03	(-0.58, 1.61, -0.82)	
44.72705	Wall_Front	(-0.57, 1.77, -14.46)	
44.73905	Female03	(-0.68, 1.74, -0.92)	
44.75188	Female03	(-0.54, 1.64, -0.81)	
44.76464	Female03	(-0.53, 1.70, -0.80)	
44.7775	Female03	(-0.70, 1.71, -0.96)	
44.79008	Wall_Front	(-0.77, 2.60, -14.46)	
44.80271	Wall_Front	(-0.87, 2.34, -14.46)	
44.81687	Wall_Front	(-0.86, 2.74, -14.46)	
44.8294	Wall_Front	(-0.44, 2.56, -14.46)	
44.84293	Male01	(-0.65, 1.77, -1.87)	
44.85538	Male01	(-0.69, 1.89, -1.97)	
44.8687	Wall_Front	(-0.38, 2.72, -14.46)	
44.88301	Wall_Front	(-1.06, 2.19, -14.46)	
44.89458	Wall_Front	(-0.68, 1.93, -14.46)	
44.90687	Wall_Front	(-0.63, 2.09, -14.46)	
44.91874	Wall_Front	(-1.35, 1.88, -14.46)	
44.9329	Wall_Front	(-0.69, 1.84, -14.46)	
44.94713	Wall_Front	(-1.18, 1.92, -14.46)	
44.97421	screen_projector	(-2.21, 4.52, -14.42)	
44.98688	SmallSquare(Clone)	(-0.03, 5.68, -11.93)	
44.99827	screen_projector	(-2.27, 5.44, -14.42)	
45.01133	screen_projector	(-2.26, 3.95, -14.42)	
45.60602	Wall_Front	(8.17, 14.71, -14.46)	
45.61955	Wall_Front	(9.86, 9.17, -14.46)	
45.63251	Wall_Front	(9.29, 8.53, -14.46)	
45.64502	Wall_Front	(8.15, 8.42, -14.46)	
45.66078	Wall_Front	(7.64, 8.26, -14.46)	
45.67476	Wall_Front	(5.88, 7.97, -14.46)	
45.68998	Wall_Front	(5.75, 7.77, -14.46)	
45.70333	Wall_Front	(8.58, 15.01, -14.46)	
45.71569	Wall_Front	(8.32, 14.52, -14.46)	
45.72865	Wall_Front	(8.25, 14.82, -14.46)	
45.74296	Wall_Front	(7.25, 14.95, -14.46)	
45.75779	Wall_Front	(7.42, 15.92, -14.46)	
45.77017	Wall_Front	(3.75, 13.19, -14.46)	
45.784	Wall_Front	(3.47, 2.99, -14.46)	
45.79718	SmallSquare(Clone)	(2.12, 7.02, -11.93)	
45.8086	SmallSquare(Clone)	(1.96, 7.01, -11.93)	
45.82132	SmallSquare(Clone)	(1.45, 6.57, -11.93)	
45.83533	SmallSquare(Clone)	(1.30, 3.46, -11.93)	
45.84748	SmallSquare(Clone)	(1.49, 3.67, -11.93)	
45.8611	SmallSquare(Clone)	(1.16, 3.42, -11.93)	
45.87424	SmallSquare(Clone)	(1.19, 3.52, -11.93)	
45.88736	SmallSquare(Clone)	(1.27, 3.78, -11.93)	
45.90078	SmallSquare(Clone)	(1.06, 3.74, -11.93)	
45.91384	SmallSquare(Clone)	(1.09, 3.82, -11.93)	
45.92609	SmallSquare(Clone)	(1.00, 3.73, -11.93)	
45.93901	SmallSquare(Clone)	(1.10, 4.13, -11.93)	
45.95222	SmallSquare(Clone)	(0.89, 4.22, -11.93)	
45.96467	SmallSquare(Clone)	(0.84, 4.33, -11.93)	
45.97807	SmallSquare(Clone)	(0.85, 4.31, -11.93)	
45.99262	SmallSquare(Clone)	(0.96, 4.24, -11.93)	
46.00688	SmallSquare(Clone)	(0.92, 4.69, -11.93)	
46.02053	SmallSquare(Clone)	(0.93, 4.56, -11.93)	
46.03204	SmallSquare(Clone)	(0.93, 4.66, -11.93)	
46.04474	SmallSquare(Clone)	(0.85, 4.56, -11.93)	
46.05725	SmallSquare(Clone)	(1.01, 4.62, -11.93)	
46.07172	SmallSquare(Clone)	(1.01, 4.90, -11.93)	
46.08565	SmallSquare(Clone)	(1.06, 4.99, -11.93)	
46.09834	SmallSquare(Clone)	(0.93, 5.15, -11.93)	
46.10972	SmallSquare(Clone)	(1.08, 5.22, -11.93)	
46.12151	SmallSquare(Clone)	(0.97, 5.35, -11.93)	
46.13465	SmallSquare(Clone)	(0.79, 6.16, -11.93)	
46.14653	SmallSquare(Clone)	(0.77, 6.54, -11.93)	
46.15863	screen_projector	(1.56, 8.97, -14.42)	
46.17182	SmallSquare(Clone)	(0.77, 6.95, -11.93)	
46.1852	SmallSquare(Clone)	(0.62, 6.55, -11.93)	
46.19781	SmallSquare(Clone)	(0.47, 6.53, -11.93)	
46.20904	SmallSquare(Clone)	(0.42, 6.49, -11.93)	
46.22114	SmallSquare(Clone)	(0.43, 6.43, -11.93)	
46.23536	SmallSquare(Clone)	(0.49, 6.36, -11.93)	
46.24737	SmallSquare(Clone)	(0.72, 6.26, -11.93)	
46.26126	SmallSquare(Clone)	(1.13, 6.10, -11.93)	
46.2745	SmallSquare(Clone)	(1.06, 6.06, -11.93)	
46.28688	SmallSquare(Clone)	(1.04, 5.96, -11.93)	
46.29885	SmallSquare(Clone)	(1.06, 5.93, -11.93)	
46.31199	SmallSquare(Clone)	(1.34, 5.93, -11.93)	
46.32471	SmallSquare(Clone)	(1.49, 6.01, -11.93)	
46.33796	SmallSquare(Clone)	(1.57, 5.98, -11.93)	
46.35135	SmallSquare(Clone)	(1.36, 5.83, -11.93)	
46.36658	SmallSquare(Clone)	(1.23, 5.98, -11.93)	
46.37989	SmallSquare(Clone)	(1.28, 5.88, -11.93)	
46.39213	SmallSquare(Clone)	(1.34, 5.82, -11.93)	
46.40639	SmallSquare(Clone)	(1.36, 5.79, -11.93)	
46.42128	SmallSquare(Clone)	(1.52, 5.51, -11.93)	
46.43426	SmallSquare(Clone)	(1.18, 4.45, -11.93)	
46.45104	SmallSquare(Clone)	(0.35, 3.77, -11.93)	
46.46311	SmallSquare(Clone)	(0.23, 3.63, -11.93)	
46.47807	SmallSquare(Clone)	(0.17, 3.81, -11.93)	
46.48994	SmallSquare(Clone)	(0.12, 3.63, -11.93)	
46.50286	SmallSquare(Clone)	(0.69, 3.43, -11.93)	
46.51572	SmallSquare(Clone)	(0.07, 3.56, -11.93)	
46.53016	SmallSquare(Clone)	(0.11, 3.49, -11.93)	
46.54419	Wall_Front	(1.41, 3.32, -14.46)	
46.55782	SmallSquare(Clone)	(1.05, 3.22, -11.93)	
46.57091	Wall_Front	(1.08, 3.19, -14.46)	
46.58255	Wall_Front	(1.03, 3.20, -14.46)	
46.59706	Wall_Front	(1.11, 3.02, -14.46)	
46.61145	Female03	(-0.46, 1.96, -0.89)	
46.62569	Wall_Front	(1.45, 3.00, -14.46)	
46.63737	Wall_Front	(1.41, 3.06, -14.46)	
46.65165	Wall_Front	(1.31, 3.03, -14.46)	
46.66808	Wall_Front	(1.37, 3.04, -14.46)	
46.68142	Wall_Front	(1.10, 2.99, -14.46)	
46.6962	Wall_Front	(0.70, 2.91, -14.46)	
46.70875	Wall_Front	(0.75, 3.07, -14.46)	
46.72178	Wall_Front	(0.85, 3.17, -14.46)	
46.73647	Wall_Front	(1.14, 3.06, -14.46)	
46.74906	Wall_Front	(1.36, 3.07, -14.46)	
46.76168	Wall_Front	(1.43, 3.30, -14.46)	
46.77386	Wall_Front	(1.37, 3.34, -14.46)	
46.78694	SmallSquare(Clone)	(1.44, 3.13, -11.96)	
46.79896	SmallSquare(Clone)	(1.50, 3.28, -11.93)	
46.81048	Wall_Front	(2.13, 3.29, -14.46)	
46.82227	Wall_Front	(1.78, 3.27, -14.46)	
46.83635	SmallSquare(Clone)	(0.90, 3.19, -11.93)	
46.8491	SmallSquare(Clone)	(0.79, 3.24, -11.93)	
46.86248	SmallSquare(Clone)	(0.77, 3.25, -11.93)	
46.87556	SmallSquare(Clone)	(0.81, 3.42, -11.93)	
46.88974	SmallSquare(Clone)	(0.83, 3.39, -11.93)	
46.90269	SmallSquare(Clone)	(0.80, 3.62, -11.93)	
46.9162	SmallSquare(Clone)	(0.75, 3.74, -11.93)	
46.93174	SmallSquare(Clone)	(0.59, 3.72, -11.93)	
46.94655	SmallSquare(Clone)	(0.56, 3.56, -11.93)	
46.95914	SmallSquare(Clone)	(1.06, 4.63, -11.93)	
46.97167	SmallSquare(Clone)	(1.38, 4.72, -11.93)	
46.98458	SmallSquare(Clone)	(1.52, 4.58, -11.93)	
46.99675	SmallSquare(Clone)	(1.49, 4.55, -11.93)	
47.0092	SmallSquare(Clone)	(1.50, 4.48, -11.93)	
47.02406	SmallSquare(Clone)	(1.41, 4.24, -11.93)	
47.0394	SmallSquare(Clone)	(1.25, 4.30, -11.93)	
47.0654	SmallSquare(Clone)	(1.25, 4.58, -11.93)	
time_unity	object	position	
1.100978	Floor	(4.44, -0.36, -0.90)	
1.112285	Floor	(1.94, -0.36, -0.03)	
1.120548	Floor	(3.22, -0.36, -1.08)	
1.129446	Floor	(1.99, -0.36, -0.79)	
1.137481	Floor	(2.05, -0.36, -0.78)	
1.14657	Floor	(2.10, -0.36, -0.76)	
1.155807	Floor	(2.13, -0.36, -0.75)	
1.167008	Floor	(1.78, -0.36, 0.19)	
1.178067	Floor	(1.29, -0.36, 0.36)	
1.189086	Floor	(0.99, -0.36, 0.35)	
1.20029	Floor	(0.29, -0.36, 0.21)	
1.211522	Floor	(0.17, -0.36, 0.21)	
1.222514	Floor	(0.19, -0.36, 0.21)	
1.233781	Floor	(0.13, -0.36, 0.27)	
1.24964	Floor	(0.11, -0.36, 0.40)	
1.264334	Floor	(0.08, -0.36, 0.47)	
1.271907	Floor	(0.03, -0.36, 0.49)	
1.280348	Floor	(-0.04, -0.36, 0.45)	
1.289441	Floor	(-0.05, -0.36, 0.44)	
1.300524	Floor	(-0.07, -0.36, 0.30)	
1.311705	Floor	(-0.15, -0.36, 0.33)	
1.322555	Floor	(-0.22, -0.36, 0.46)	
1.33356	Floor	(-0.24, -0.36, 0.74)	
1.344925	Floor	(-0.36, -0.36, 0.77)	
1.356442	Floor	(-0.65, -0.36, 0.77)	
1.367224	Floor	(-0.93, -0.36, 0.89)	
1.378283	Floor	(-1.02, -0.36, 0.98)	
1.389789	Floor	(-1.09, -0.36, 1.00)	
1.403446	Floor	(-1.04, -0.36, 1.01)	
1.411494	Floor	(-1.05, -0.36, 0.99)	
1.422217	Floor	(-1.08, -0.36, 0.96)	
1.433465	Floor	(-1.09, -0.36, 0.70)	
1.444527	Floor	(-1.11, -0.36, 0.70)	
1.45781	Floor	(-1.12, -0.36, 0.73)	
1.466611	Floor	(-1.14, -0.36, 0.74)	
1.477792	Floor	(-1.15, -0.36, 0.74)	
1.489068	Floor	(-1.18, -0.36, 0.73)	
1.500131	Floor	(-1.15, -0.36, 0.69)	
1.511202	Floor	(-1.13, -0.36, 0.67)	
1.522296	Floor	(-1.15, -0.36, 0.67)	
1.533304	Floor	(-1.16, -0.36, 0.70)	
1.544535	Floor	(-1.15, -0.36, 0.68)	
1.558662	Floor	(-1.14, -0.36, 0.77)	
1.56758	Floor	(-1.15, -0.36, 0.80)	
1.577809	Floor	(-1.16, -0.36, 0.68)	
1.588873	Floor	(-1.11, -0.36, 0.49)	
1.599952	Floor	(-0.97, -0.36, 0.30)	
1.611528	Floor	(-0.92, -0.36, 0.18)	
1.622238	Floor	(-0.87, -0.36, -0.06)	
1.633313	Floor	(-0.89, -0.36, -0.38)	
1.644435	Floor	(-0.91, -0.36, -0.48)	
1.655525	Floor	(-0.91, -0.36, -0.50)	
1.668142	Floor	(-0.92, -0.36, -0.50)	
1.678182	Floor	(-0.98, -0.36, -0.87)	
1.689915	Floor	(-1.03, -0.36, -1.09)	
1.701281	Floor	(-0.97, -0.36, -1.10)	
1.716059	Floor	(-0.88, -0.36, -0.71)	
1.725203	Floor	(-0.94, -0.36, -1.00)	
1.735491	Floor	(-0.94, -0.36, -1.07)	
1.747311	Floor	(-0.84, -0.36, -0.90)	
1.759326	Floor	(-0.85, -0.36, -0.85)	
1.771352	Floor	(-0.80, -0.36, -0.85)	
1.781971	Floor	(-0.81, -0.36, -1.17)	
1.793705	Floor	(-0.92, -0.36, -1.60)	
1.805807	Male03	(-1.37, 0.30, -0.84)	
1.817133	Male03	(-1.56, 0.47, -0.81)	
1.828635	Female01	(-1.56, 0.21, -1.91)	
1.840893	Floor	(-1.33, -0.36, -2.96)	
1.852276	Floor	(-1.37, -0.36, -2.93)	
1.86793	Floor	(-1.38, -0.36, -2.75)	
1.882092	Floor	(-1.43, -0.36, -2.81)	
1.896382	Floor	(-1.53, -0.36, -3.00)	
1.90953	Floor	(-1.58, -0.36, -3.08)	
1.921937	Floor	(-1.51, -0.36, -3.19)	
1.937603	Floor	(-1.47, -0.36, -3.26)	
1.954547	Female01	(-1.63, 0.66, -1.85)	
1.968665	Female01	(-1.56, 0.93, -1.81)	
1.982131	Male03	(-1.70, 1.18, -1.01)	
1.994311	Male03	(-1.65, 1.16, -0.87)	
2.007121	Male03	(-1.65, 1.20, -0.87)	
2.02393	Male03	(-1.65, 1.22, -0.87)	
2.037397	Male03	(-1.55, 1.20, -0.81)	
2.05123	Male03	(-1.58, 1.21, -0.81)	
2.065037	Male03	(-1.57, 1.23, -0.81)	
2.07942	Male03	(-1.63, 1.23, -0.85)	
2.09666	Male03	(-1.61, 1.23, -0.83)	
2.110668	Male03	(-1.55, 1.20, -0.81)	
2.122461	Male03	(-1.53, 1.19, -0.80)	
2.135623	Male03	(-1.52, 1.18, -0.80)	
2.148521	Male03	(-1.49, 1.18, -0.80)	
2.163005	Male03	(-1.52, 1.19, -0.80)	
2.17794	Male03	(-1.56, 1.20, -0.81)	
2.191988	Male03	(-1.55, 1.20, -0.81)	
2.204133	Male03	(-1.52, 1.22, -0.80)	
2.218119	Male03	(-1.53, 1.21, -0.80)	
2.230333	Male03	(-1.54, 1.22, -0.80)	
2.243998	Male03	(-1.54, 1.23, -0.80)	
2.257277	Male03	(-1.54, 1.23, -0.80)	
2.269095	Male03	(-1.52, 1.22, -0.80)	
2.280566	Male03	(-1.52, 1.20, -0.80)	
2.294036	Male03	(-1.50, 1.19, -0.80)	
2.305957	Male03	(-1.50, 1.16, -0.80)	
2.320927	Male03	(-1.56, 0.95, -0.81)	
2.33974	Male03	(-1.65, 0.73, -0.87)	
2.354342	Male03	(-1.70, 0.51, -0.98)	
2.366128	Male03	(-1.69, 0.54, -0.95)	
2.378346	Male03	(-1.70, 0.49, -0.96)	
2.390845	Male03	(-1.65, 0.80, -0.87)	
2.403925	Male03	(-1.70, 0.45, -1.01)	
2.416392	Female01	(-1.56, 0.39, -1.81)	
2.429997	Male03	(-1.70, 0.72, -0.98)	
2.443953	Male03	(-1.47, 1.04, -0.80)	
2.460582	Male03	(-1.54, 0.46, -0.80)	
2.476986	Male03	(-1.55, 0.46, -0.81)	
2.494992	Floor	(-1.63, -0.36, -1.02)	
2.507975	Male03	(-1.54, 0.41, -0.80)	
2.519624	Male03	(-1.54, 0.42, -0.80)	
2.532377	Floor	(-1.43, -0.36, -2.48)	
2.546417	Male03	(-1.56, 0.42, -0.81)	
2.560918	Male03	(-1.53, 0.41, -0.80)	
2.574194	Male03	(-1.53, 0.36, -0.80)	
2.586088	Male03	(-1.52, 0.35, -0.80)	
2.599259	Male03	(-1.51, 0.37, -0.80)	
2.611314	Male03	(-1.51, 0.37, -0.80)	
2.623766	Male03	(-1.50, 0.35, -0.80)	
2.636759	Male03	(-1.48, 0.35, -0.80)	
2.652175	Male03	(-1.49, 0.30, -0.80)	
2.666115	Male03	(-1.45, 0.19, -0.84)	
2.677913	Floor	(-1.23, -0.36, -1.32)	
2.689829	Floor	(-1.35, -0.36, -0.99)	
2.701551	Floor	(-1.71, -0.36, -0.89)	
2.715929	Floor	(-1.76, -0.36, -0.90)	
2.728044	Floor	(-1.79, -0.36, -0.87)	
2.739489	Floor	(-1.79, -0.36, -0.90)	
2.751396	Floor	(-1.84, -0.36, -0.91)	
2.763695	Floor	(-1.87, -0.36, -0.93)	
2.778502	Floor	(-1.88, -0.36, -0.91)	
2.792681	Floor	(-1.85, -0.36, -0.81)	
2.807708	Floor	(-1.85, -0.36, -0.72)	
2.81927	Floor	(-1.87, -0.36, -0.74)	
2.832068	Floor	(-1.88, -0.36, -0.75)	
2.844229	Floor	(-1.91, -0.36, -0.76)	
2.856899	Floor	(-2.01, -0.36, -0.89)	
2.869038	Floor	(-2.05, -0.36, -0.93)	
2.881542	Floor	(-2.16, -0.36, -0.93)	
2.895579	Floor	(-2.35, -0.36, -1.12)	
2.909473	Floor	(-2.55, -0.36, -1.36)	
2.925331	Floor	(-2.70, -0.36, -1.35)	
2.938175	Floor	(-2.81, -0.36, -1.30)	
2.950586	Floor	(-2.91, -0.36, -1.49)	
2.966871	Floor	(-2.93, -0.36, -1.50)	
2.978389	Floor	(-2.96, -0.36, -1.51)	
2.990782	Floor	(-2.95, -0.36, -1.46)	
3.004104	Floor	(-2.89, -0.36, -1.38)	
3.01686	Floor	(-2.99, -0.36, -1.40)	
3.028949	Floor	(-3.05, -0.36, -1.42)	
3.0412	Floor	(-3.12, -0.36, -1.54)	
3.052808	Floor	(-3.22, -0.36, -1.57)	
3.06484	Floor	(-3.29, -0.36, -1.60)	
3.076336	Floor	(-2.98, -0.36, -1.34)	
3.088051	Floor	(-3.06, -0.36, -1.41)	
3.100192	Floor	(-3.04, -0.36, -1.36)	
3.112382	Floor	(-3.08, -0.36, -1.45)	
3.128754	Floor	(-3.10, -0.36, -1.39)	
3.141069	Floor	(-3.62, -0.36, -1.63)	
3.155948	Floor	(-3.64, -0.36, -1.61)	
3.167952	Floor	(-3.78, -0.36, -1.74)	
3.179699	Floor	(-3.81, -0.36, -1.75)	
3.192175	Floor	(-3.79, -0.36, -1.69)	
3.204683	Floor	(-3.80, -0.36, -1.71)	
3.216489	Floor	(-3.83, -0.36, -1.71)	
3.234705	Floor	(-3.85, -0.36, -1.72)	
3.251632	Floor	(-3.93, -0.36, -1.76)	
3.26774	Floor	(-3.91, -0.36, -1.80)	
3.283244	Floor	(-3.51, -0.36, -1.53)	
3.294736	Floor	(-3.52, -0.36, -1.57)	
3.306644	Floor	(-3.63, -0.36, -1.64)	
3.318328	Floor	(-3.64, -0.36, -1.59)	
3.33216	Floor	(-3.61, -0.36, -1.59)	
3.344121	Floor	(-3.56, -0.36, -1.60)	
3.35782	Floor	(-3.55, -0.36, -1.61)	
3.371935	Floor	(-3.41, -0.36, -1.71)	
3.384307	Floor	(-2.90, -0.36, -2.31)	
3.397458	Floor	(-2.64, -0.36, -2.83)	
3.409814	Floor	(-2.32, -0.36, -4.47)	
3.422282	Floor	(-1.98, -0.36, -5.29)	
3.437803	Floor	(-1.05, -0.36, -6.03)	
3.449586	Male03	(-1.61, 1.11, -0.83)	
3.461591	Male03	(-1.43, 1.14, -0.81)	
3.477397	Male01	(-0.68, 0.89, -1.91)	
3.489423	Male01	(-0.66, 0.91, -1.88)	
3.502307	Male01	(-0.67, 0.91, -1.90)	
3.514531	Female03	(-0.70, 1.11, -1.01)	
3.526453	Floor	(3.19, -0.36, -7.31)	
3.539867	Male01	(-0.41, 0.92, -1.82)	
3.554653	Floor	(3.10, -0.36, -7.36)	
3.566202	Floor	(3.16, -0.36, -7.16)	
3.578298	Female03	(-0.65, 1.14, -0.87)	
3.595759	MixamoFemale01	(0.53, 0.87, -1.79)	
3.611044	Floor	(5.35, -0.36, -6.25)	
3.627205	Female03	(-0.50, 1.17, -0.80)	
3.643567	Female03	(-0.48, 1.19, -0.80)	
3.656676	MixamoFemale01	(0.50, 1.00, -1.79)	
3.669549	Floor	(6.71, -0.36, -8.00)	
3.68107	Female02	(0.30, 1.16, -0.96)	
3.69314	Female02	(0.31, 1.16, -0.94)	
3.704893	Female02	(0.51, 1.17, -0.80)	
3.716392	Floor	(7.11, -0.36, -3.68)	
3.730583	Floor	(7.19, -0.36, -2.35)	
3.745594	Floor	(6.34, -0.36, -0.41)	
3.75588	Floor	(6.42, -0.36, 0.19)	
3.765282	Floor	(6.17, -0.36, 1.01)	
3.774046	Floor	(5.35, -0.36, 1.46)	
3.782294	Floor	(5.38, -0.36, 0.36)	
3.790937	Floor	(5.38, -0.36, 0.64)	
3.798713	Floor	(5.42, -0.36, 1.06)	
3.809962	Floor	(5.29, -0.36, 1.14)	
3.8212	Floor	(5.09, -0.36, 1.42)	
3.832328	Floor	(5.13, -0.36, 1.70)	
3.84338	Floor	(5.38, -0.36, 1.75)	
3.854418	starting position	(-0.47, 1.18, 1.70)	
3.86553	starting position	(-0.47, 1.17, 1.79)	
3.876738	starting position	(-0.47, 1.19, 1.79)	
3.887897	starting position	(-0.47, 1.18, 1.70)	
3.902098	starting position	(-0.29, 1.17, 1.70)	
3.91009	starting position	(-0.47, 1.19, 1.74)	
3.920995	starting position	(-0.47, 1.15, 1.95)	
3.93208	starting position	(-0.47, 1.09, 2.08)	
3.944733	starting position	(-0.47, 1.03, 2.13)	
3.954412	starting position	(-0.47, 1.00, 2.16)	
3.965343	starting position	(-0.47, 1.00, 2.18)	
3.976366	starting position	(-0.47, 1.00, 2.21)	
3.987802	starting position	(-0.47, 0.97, 2.28)	
3.998821	starting position	(-0.47, 0.90, 2.52)	
4.009908	starting position	(-0.47, 0.95, 2.27)	
4.020951	starting position	(-0.47, 0.93, 2.28)	
4.03194	starting position	(-0.47, 0.94, 2.31)	
4.043168	starting position	(-0.47, 0.93, 2.43)	
4.057804	Floor	(2.56, -0.36, 4.87)	
4.065052	Floor	(2.67, -0.36, 4.98)	
4.076396	starting position	(-0.47, 0.95, 2.69)	
4.08759	starting position	(-0.47, 0.96, 2.67)	
4.098604	Floor	(2.97, -0.36, 5.67)	
4.110077	Floor	(3.01, -0.36, 6.84)	
4.437004	Wall_Left	(10.74, 1.02, 2.19)	
4.44805	Wall_Left	(10.74, 1.26, 2.94)	
4.459194	Wall_Left	(10.74, 1.15, 2.37)	
4.470234	Wall_Left	(10.74, 1.36, 2.10)	
4.481252	Wall_Left	(10.74, 1.50, 1.89)	
4.492721	Wall_Left	(10.74, 1.35, 0.82)	
4.503715	Wall_Left	(10.74, 1.41, 0.64)	
4.514797	Wall_Left	(10.74, 1.53, 0.38)	
4.52938	Wall_Left	(10.74, 1.54, 0.44)	
4.538569	Wall_Left	(10.74, 1.56, 0.23)	
4.548271	Wall_Left	(10.74, 1.54, 0.52)	
4.561135	Wall_Left	(10.74, 1.71, 0.23)	
4.570185	Wall_Left	(10.74, 1.75, 0.12)	
4.581442	Wall_Left	(10.74, 1.80, -0.12)	
4.592517	Wall_Left	(10.74, 1.85, -0.48)	
4.603656	Wall_Left	(10.74, 1.83, -0.74)	
4.6149	Wall_Left	(10.74, 1.84, -0.95)	
4.625924	Wall_Left	(10.74, 1.96, -0.94)	
4.636935	Wall_Left	(10.74, 2.02, -1.19)	
4.64799	Wall_Left	(10.74, 2.05, -1.42)	
4.659306	Wall_Left	(10.74, 2.03, -1.78)	
4.671097	Wall_Left	(10.74, 2.07, -2.02)	
4.684693	Wall_Left	(10.74, 2.13, -2.01)	
4.692767	Wall_Left	(10.74, 2.09, -1.65)	
4.703657	Wall_Left	(10.74, 1.91, -1.49)	
4.714691	Wall_Left	(10.74, 1.87, -1.49)	
4.726254	Wall_Left	(10.74, 1.94, -1.58)	
4.737111	Wall_Left	(10.74, 1.95, -1.75)	
4.748279	Wall_Left	(10.74, 1.94, -1.96)	
4.759327	Wall_Left	(10.74, 1.77, -2.06)	
4.77284	Wall_Left	(10.74, 1.69, -2.15)	
4.783219	Wall_Left	(10.74, 1.61, -2.65)	
4.793304	Wall_Left	(10.74, 1.60, -2.89)	
4.804039	Wall_Left	(10.74, 1.62, -2.78)	
4.814817	Wall_Left	(10.74, 1.52, -2.33)	
4.826019	Wall_Left	(10.74, 1.65, -2.46)	
4.840693	Wall_Left	(10.74, 1.64, -2.63)	
4.848295	Wall_Left	(10.74, 1.58, -2.79)	
4.85932	Wall_Left	(10.74, 1.68, -3.08)	
4.870642	Wall_Left	(10.74, 1.56, -3.28)	
4.881815	Wall_Left	(10.74, 1.52, -3.38)	
4.893481	Wall_Left	(10.74, 1.54, -3.37)	
4.904217	Wall_Left	(10.74, 1.52, -3.43)	
4.915872	Wall_Left	(10.74, 1.44, -3.68)	
4.926587	Wall_Left	(10.74, 1.40, -3.79)	
4.937612	Wall_Left	(10.74, 1.33, -4.12)	
4.948962	Wall_Left	(10.74, 1.54, -5.69)	
4.959852	Male02	(1.54, 1.60, -0.80)	
4.972485	Male02	(1.49, 1.59, -0.80)	
4.982296	Male02	(1.47, 1.60, -0.80)	
4.996572	Male02	(1.42, 1.59, -0.82)	
5.006193	Male02	(1.38, 1.59, -0.84)	
5.016166	Male02	(1.31, 1.31, -1.06)	
5.02669	Female02	(0.43, 1.09, -0.81)	
5.037446	Female02	(0.30, 0.86, -1.03)	
5.048648	Female03	(-0.41, 0.74, -0.82)	
5.060898	Female03	(-0.56, 0.62, -0.81)	
5.072343	Female03	(-0.60, 0.57, -0.83)	
5.083282	Female03	(-0.62, 0.57, -0.84)	
5.093466	Female03	(-0.59, 0.54, -0.82)	
5.104832	Female03	(-0.62, 0.54, -0.84)	
